member #,member name,submission #,bid
45,Michael Barry,611,yes
45,Michael Barry,725,yes
45,Michael Barry,755,maybe
45,Michael Barry,762,yes
45,Michael Barry,775,maybe
45,Michael Barry,782,maybe
45,Michael Barry,788,yes
45,Michael Barry,832,maybe
45,Michael Barry,894,maybe
45,Michael Barry,904,yes
45,Michael Barry,910,maybe
45,Michael Barry,924,maybe
2556,Veronica Ray,38,yes
2556,Veronica Ray,50,yes
2556,Veronica Ray,103,maybe
2556,Veronica Ray,132,yes
2556,Veronica Ray,174,yes
2556,Veronica Ray,177,yes
2556,Veronica Ray,219,maybe
2556,Veronica Ray,229,maybe
2556,Veronica Ray,230,yes
2556,Veronica Ray,358,yes
2556,Veronica Ray,455,maybe
2556,Veronica Ray,555,yes
2556,Veronica Ray,640,maybe
2556,Veronica Ray,685,yes
2556,Veronica Ray,698,yes
2556,Veronica Ray,803,maybe
2556,Veronica Ray,817,yes
2556,Veronica Ray,822,maybe
2556,Veronica Ray,891,maybe
2556,Veronica Ray,920,yes
47,Ryan Woods,19,maybe
47,Ryan Woods,29,yes
47,Ryan Woods,67,maybe
47,Ryan Woods,78,yes
47,Ryan Woods,93,yes
47,Ryan Woods,132,yes
47,Ryan Woods,145,yes
47,Ryan Woods,566,yes
47,Ryan Woods,570,yes
47,Ryan Woods,611,yes
47,Ryan Woods,637,yes
47,Ryan Woods,693,yes
47,Ryan Woods,698,maybe
47,Ryan Woods,760,yes
47,Ryan Woods,767,maybe
47,Ryan Woods,779,maybe
47,Ryan Woods,838,yes
47,Ryan Woods,866,maybe
47,Ryan Woods,968,yes
47,Ryan Woods,979,yes
48,Daniel Dunn,28,maybe
48,Daniel Dunn,33,maybe
48,Daniel Dunn,61,maybe
48,Daniel Dunn,130,maybe
48,Daniel Dunn,153,maybe
48,Daniel Dunn,212,yes
48,Daniel Dunn,213,maybe
48,Daniel Dunn,220,maybe
48,Daniel Dunn,268,maybe
48,Daniel Dunn,290,yes
48,Daniel Dunn,341,yes
48,Daniel Dunn,379,yes
48,Daniel Dunn,497,yes
48,Daniel Dunn,525,maybe
48,Daniel Dunn,538,maybe
48,Daniel Dunn,638,yes
48,Daniel Dunn,736,yes
48,Daniel Dunn,751,maybe
48,Daniel Dunn,831,yes
48,Daniel Dunn,889,maybe
49,April Reyes,11,maybe
49,April Reyes,45,maybe
49,April Reyes,58,yes
49,April Reyes,92,yes
49,April Reyes,250,maybe
49,April Reyes,285,maybe
49,April Reyes,319,yes
49,April Reyes,348,yes
49,April Reyes,432,yes
49,April Reyes,472,maybe
49,April Reyes,498,maybe
49,April Reyes,512,yes
49,April Reyes,513,maybe
49,April Reyes,625,yes
49,April Reyes,636,yes
49,April Reyes,656,yes
49,April Reyes,674,yes
49,April Reyes,756,yes
50,Patricia Archer,2,maybe
50,Patricia Archer,90,maybe
50,Patricia Archer,152,yes
50,Patricia Archer,167,maybe
50,Patricia Archer,181,yes
50,Patricia Archer,192,maybe
50,Patricia Archer,284,yes
50,Patricia Archer,298,maybe
50,Patricia Archer,401,maybe
50,Patricia Archer,609,maybe
50,Patricia Archer,630,maybe
50,Patricia Archer,739,maybe
50,Patricia Archer,768,maybe
50,Patricia Archer,801,yes
50,Patricia Archer,823,maybe
50,Patricia Archer,846,yes
50,Patricia Archer,893,yes
50,Patricia Archer,894,yes
50,Patricia Archer,906,yes
50,Patricia Archer,977,yes
50,Patricia Archer,978,yes
1320,John Nguyen,25,maybe
1320,John Nguyen,84,maybe
1320,John Nguyen,112,yes
1320,John Nguyen,122,maybe
1320,John Nguyen,125,yes
1320,John Nguyen,210,yes
1320,John Nguyen,313,yes
1320,John Nguyen,316,yes
1320,John Nguyen,358,yes
1320,John Nguyen,368,yes
1320,John Nguyen,487,maybe
1320,John Nguyen,501,yes
1320,John Nguyen,555,yes
1320,John Nguyen,604,yes
1320,John Nguyen,616,maybe
1320,John Nguyen,663,maybe
1320,John Nguyen,756,maybe
1320,John Nguyen,769,maybe
1320,John Nguyen,812,yes
1320,John Nguyen,821,maybe
1320,John Nguyen,856,maybe
1320,John Nguyen,863,maybe
1320,John Nguyen,893,maybe
1320,John Nguyen,957,maybe
52,Barbara Diaz,21,maybe
52,Barbara Diaz,94,maybe
52,Barbara Diaz,140,yes
52,Barbara Diaz,148,maybe
52,Barbara Diaz,158,maybe
52,Barbara Diaz,170,yes
52,Barbara Diaz,275,maybe
52,Barbara Diaz,319,yes
52,Barbara Diaz,409,yes
52,Barbara Diaz,428,maybe
52,Barbara Diaz,453,yes
52,Barbara Diaz,487,yes
52,Barbara Diaz,518,maybe
52,Barbara Diaz,543,maybe
52,Barbara Diaz,578,yes
52,Barbara Diaz,621,yes
52,Barbara Diaz,628,maybe
52,Barbara Diaz,655,maybe
52,Barbara Diaz,675,yes
52,Barbara Diaz,712,maybe
52,Barbara Diaz,767,maybe
52,Barbara Diaz,781,maybe
52,Barbara Diaz,801,maybe
52,Barbara Diaz,863,yes
52,Barbara Diaz,926,yes
52,Barbara Diaz,980,yes
52,Barbara Diaz,997,yes
53,Robert Hall,39,maybe
53,Robert Hall,146,maybe
53,Robert Hall,314,maybe
53,Robert Hall,434,yes
53,Robert Hall,587,maybe
53,Robert Hall,609,maybe
53,Robert Hall,704,maybe
53,Robert Hall,831,yes
53,Robert Hall,849,maybe
53,Robert Hall,937,yes
54,Kimberly Martin,11,maybe
54,Kimberly Martin,33,maybe
54,Kimberly Martin,124,yes
54,Kimberly Martin,158,maybe
54,Kimberly Martin,181,maybe
54,Kimberly Martin,203,maybe
54,Kimberly Martin,263,maybe
54,Kimberly Martin,353,maybe
54,Kimberly Martin,454,yes
54,Kimberly Martin,463,yes
54,Kimberly Martin,472,yes
54,Kimberly Martin,513,maybe
54,Kimberly Martin,596,yes
54,Kimberly Martin,619,yes
54,Kimberly Martin,704,yes
54,Kimberly Martin,746,yes
54,Kimberly Martin,756,yes
54,Kimberly Martin,848,yes
54,Kimberly Martin,967,maybe
54,Kimberly Martin,977,yes
54,Kimberly Martin,993,yes
54,Kimberly Martin,1001,yes
55,Ross Davenport,20,maybe
55,Ross Davenport,107,maybe
55,Ross Davenport,169,yes
55,Ross Davenport,184,maybe
55,Ross Davenport,214,yes
55,Ross Davenport,311,maybe
55,Ross Davenport,350,maybe
55,Ross Davenport,363,maybe
55,Ross Davenport,408,yes
55,Ross Davenport,491,yes
55,Ross Davenport,530,maybe
55,Ross Davenport,543,yes
55,Ross Davenport,662,yes
55,Ross Davenport,680,maybe
55,Ross Davenport,744,maybe
55,Ross Davenport,868,yes
55,Ross Davenport,931,yes
55,Ross Davenport,960,yes
56,Mary Price,25,maybe
56,Mary Price,88,maybe
56,Mary Price,143,maybe
56,Mary Price,231,maybe
56,Mary Price,336,yes
56,Mary Price,348,maybe
56,Mary Price,371,maybe
56,Mary Price,373,yes
56,Mary Price,461,yes
56,Mary Price,595,maybe
56,Mary Price,701,maybe
56,Mary Price,710,yes
56,Mary Price,739,yes
56,Mary Price,792,yes
56,Mary Price,798,yes
56,Mary Price,882,maybe
56,Mary Price,891,maybe
56,Mary Price,988,maybe
56,Mary Price,993,maybe
57,Misty Vega,14,maybe
57,Misty Vega,41,maybe
57,Misty Vega,57,yes
57,Misty Vega,116,maybe
57,Misty Vega,126,maybe
57,Misty Vega,275,yes
57,Misty Vega,404,yes
57,Misty Vega,446,yes
57,Misty Vega,449,yes
57,Misty Vega,468,yes
57,Misty Vega,546,yes
57,Misty Vega,661,maybe
57,Misty Vega,683,yes
57,Misty Vega,753,maybe
57,Misty Vega,777,maybe
57,Misty Vega,805,yes
57,Misty Vega,814,maybe
57,Misty Vega,816,yes
57,Misty Vega,955,yes
57,Misty Vega,956,maybe
57,Misty Vega,988,yes
58,Bryan Scott,7,maybe
58,Bryan Scott,156,maybe
58,Bryan Scott,220,maybe
58,Bryan Scott,258,yes
58,Bryan Scott,283,maybe
58,Bryan Scott,293,maybe
58,Bryan Scott,358,maybe
58,Bryan Scott,400,maybe
58,Bryan Scott,408,yes
58,Bryan Scott,526,yes
58,Bryan Scott,555,maybe
58,Bryan Scott,608,maybe
58,Bryan Scott,620,yes
58,Bryan Scott,724,yes
58,Bryan Scott,823,maybe
58,Bryan Scott,867,maybe
58,Bryan Scott,936,yes
58,Bryan Scott,944,maybe
58,Bryan Scott,965,maybe
59,Kristen Ward,62,maybe
59,Kristen Ward,131,yes
59,Kristen Ward,132,maybe
59,Kristen Ward,247,yes
59,Kristen Ward,252,maybe
59,Kristen Ward,468,yes
59,Kristen Ward,496,yes
59,Kristen Ward,525,yes
59,Kristen Ward,526,yes
59,Kristen Ward,612,maybe
59,Kristen Ward,716,maybe
59,Kristen Ward,725,yes
59,Kristen Ward,831,yes
59,Kristen Ward,882,maybe
59,Kristen Ward,936,yes
2701,Sara Rowe,36,yes
2701,Sara Rowe,49,yes
2701,Sara Rowe,215,maybe
2701,Sara Rowe,336,yes
2701,Sara Rowe,524,yes
2701,Sara Rowe,584,yes
2701,Sara Rowe,643,maybe
2701,Sara Rowe,699,maybe
2701,Sara Rowe,723,maybe
2701,Sara Rowe,727,maybe
2701,Sara Rowe,777,yes
2701,Sara Rowe,869,maybe
2701,Sara Rowe,902,maybe
2701,Sara Rowe,910,maybe
2701,Sara Rowe,945,maybe
61,Mark Williams,16,yes
61,Mark Williams,31,maybe
61,Mark Williams,32,yes
61,Mark Williams,149,maybe
61,Mark Williams,321,yes
61,Mark Williams,331,yes
61,Mark Williams,381,yes
61,Mark Williams,433,maybe
61,Mark Williams,478,yes
61,Mark Williams,483,maybe
61,Mark Williams,520,maybe
61,Mark Williams,548,maybe
61,Mark Williams,549,yes
61,Mark Williams,719,yes
61,Mark Williams,784,yes
61,Mark Williams,788,maybe
61,Mark Williams,819,maybe
61,Mark Williams,918,yes
61,Mark Williams,919,maybe
62,Yvette Byrd,16,maybe
62,Yvette Byrd,168,yes
62,Yvette Byrd,175,maybe
62,Yvette Byrd,250,yes
62,Yvette Byrd,281,yes
62,Yvette Byrd,328,yes
62,Yvette Byrd,414,yes
62,Yvette Byrd,521,maybe
62,Yvette Byrd,561,maybe
62,Yvette Byrd,604,yes
62,Yvette Byrd,608,maybe
62,Yvette Byrd,639,yes
62,Yvette Byrd,644,yes
62,Yvette Byrd,682,yes
62,Yvette Byrd,690,maybe
62,Yvette Byrd,732,yes
62,Yvette Byrd,824,maybe
62,Yvette Byrd,999,yes
1342,Mrs. Gail,72,yes
1342,Mrs. Gail,163,maybe
1342,Mrs. Gail,413,yes
1342,Mrs. Gail,433,yes
1342,Mrs. Gail,502,maybe
1342,Mrs. Gail,622,yes
1342,Mrs. Gail,633,yes
1342,Mrs. Gail,779,yes
1342,Mrs. Gail,978,maybe
64,Kelly Banks,13,yes
64,Kelly Banks,86,yes
64,Kelly Banks,96,yes
64,Kelly Banks,125,yes
64,Kelly Banks,144,yes
64,Kelly Banks,164,yes
64,Kelly Banks,173,yes
64,Kelly Banks,182,yes
64,Kelly Banks,242,yes
64,Kelly Banks,280,yes
64,Kelly Banks,282,yes
64,Kelly Banks,308,yes
64,Kelly Banks,340,yes
64,Kelly Banks,441,yes
64,Kelly Banks,455,yes
64,Kelly Banks,580,yes
64,Kelly Banks,605,yes
64,Kelly Banks,635,yes
64,Kelly Banks,641,yes
64,Kelly Banks,828,yes
64,Kelly Banks,833,yes
64,Kelly Banks,839,yes
64,Kelly Banks,849,yes
64,Kelly Banks,892,yes
64,Kelly Banks,901,yes
64,Kelly Banks,903,yes
64,Kelly Banks,921,yes
64,Kelly Banks,969,yes
65,James Lowe,7,yes
65,James Lowe,121,maybe
65,James Lowe,169,yes
65,James Lowe,175,maybe
65,James Lowe,212,maybe
65,James Lowe,323,yes
65,James Lowe,358,maybe
65,James Lowe,412,yes
65,James Lowe,498,yes
65,James Lowe,532,maybe
65,James Lowe,674,maybe
65,James Lowe,697,yes
65,James Lowe,740,maybe
65,James Lowe,760,yes
65,James Lowe,907,yes
65,James Lowe,947,yes
65,James Lowe,963,yes
66,Eric Benitez,36,yes
66,Eric Benitez,80,maybe
66,Eric Benitez,238,yes
66,Eric Benitez,290,maybe
66,Eric Benitez,293,maybe
66,Eric Benitez,425,yes
66,Eric Benitez,443,maybe
66,Eric Benitez,524,maybe
66,Eric Benitez,550,yes
66,Eric Benitez,567,yes
66,Eric Benitez,618,yes
66,Eric Benitez,676,yes
66,Eric Benitez,728,maybe
66,Eric Benitez,742,yes
66,Eric Benitez,761,maybe
66,Eric Benitez,809,yes
66,Eric Benitez,901,yes
66,Eric Benitez,957,yes
67,Meagan Ray,2,maybe
67,Meagan Ray,133,yes
67,Meagan Ray,250,yes
67,Meagan Ray,255,yes
67,Meagan Ray,503,yes
67,Meagan Ray,525,maybe
67,Meagan Ray,547,yes
67,Meagan Ray,667,maybe
67,Meagan Ray,722,maybe
67,Meagan Ray,745,maybe
67,Meagan Ray,766,maybe
67,Meagan Ray,821,maybe
67,Meagan Ray,945,maybe
67,Meagan Ray,979,maybe
68,Rachel Weber,18,maybe
68,Rachel Weber,78,maybe
68,Rachel Weber,80,yes
68,Rachel Weber,83,yes
68,Rachel Weber,117,maybe
68,Rachel Weber,159,yes
68,Rachel Weber,164,maybe
68,Rachel Weber,195,maybe
68,Rachel Weber,225,maybe
68,Rachel Weber,406,maybe
68,Rachel Weber,428,yes
68,Rachel Weber,459,maybe
68,Rachel Weber,492,yes
68,Rachel Weber,522,maybe
68,Rachel Weber,583,maybe
68,Rachel Weber,636,maybe
68,Rachel Weber,704,maybe
68,Rachel Weber,861,maybe
68,Rachel Weber,875,maybe
68,Rachel Weber,878,yes
68,Rachel Weber,913,maybe
68,Rachel Weber,922,maybe
69,Jacqueline Campbell,44,yes
69,Jacqueline Campbell,73,yes
69,Jacqueline Campbell,166,maybe
69,Jacqueline Campbell,172,maybe
69,Jacqueline Campbell,286,yes
69,Jacqueline Campbell,304,yes
69,Jacqueline Campbell,314,yes
69,Jacqueline Campbell,318,yes
69,Jacqueline Campbell,353,yes
69,Jacqueline Campbell,530,maybe
69,Jacqueline Campbell,628,yes
69,Jacqueline Campbell,649,maybe
69,Jacqueline Campbell,663,yes
69,Jacqueline Campbell,729,maybe
69,Jacqueline Campbell,791,yes
69,Jacqueline Campbell,793,maybe
69,Jacqueline Campbell,796,yes
69,Jacqueline Campbell,818,maybe
69,Jacqueline Campbell,841,yes
69,Jacqueline Campbell,866,yes
69,Jacqueline Campbell,908,maybe
69,Jacqueline Campbell,937,maybe
69,Jacqueline Campbell,943,yes
69,Jacqueline Campbell,973,yes
69,Jacqueline Campbell,997,maybe
635,Krista Lee,44,maybe
635,Krista Lee,148,maybe
635,Krista Lee,221,maybe
635,Krista Lee,223,maybe
635,Krista Lee,241,maybe
635,Krista Lee,279,yes
635,Krista Lee,281,maybe
635,Krista Lee,307,maybe
635,Krista Lee,332,yes
635,Krista Lee,362,maybe
635,Krista Lee,431,maybe
635,Krista Lee,504,yes
635,Krista Lee,511,yes
635,Krista Lee,529,yes
635,Krista Lee,579,maybe
635,Krista Lee,605,yes
635,Krista Lee,620,maybe
635,Krista Lee,684,yes
635,Krista Lee,718,yes
635,Krista Lee,746,yes
635,Krista Lee,776,yes
635,Krista Lee,778,maybe
635,Krista Lee,874,yes
635,Krista Lee,899,maybe
635,Krista Lee,904,maybe
635,Krista Lee,912,yes
635,Krista Lee,947,maybe
71,Ruben Kaiser,93,maybe
71,Ruben Kaiser,229,yes
71,Ruben Kaiser,246,yes
71,Ruben Kaiser,286,yes
71,Ruben Kaiser,315,maybe
71,Ruben Kaiser,410,yes
71,Ruben Kaiser,449,yes
71,Ruben Kaiser,478,yes
71,Ruben Kaiser,492,yes
71,Ruben Kaiser,614,yes
71,Ruben Kaiser,654,maybe
71,Ruben Kaiser,667,maybe
71,Ruben Kaiser,744,yes
71,Ruben Kaiser,746,maybe
71,Ruben Kaiser,755,yes
71,Ruben Kaiser,784,yes
71,Ruben Kaiser,905,yes
71,Ruben Kaiser,943,maybe
72,Michael Craig,70,yes
72,Michael Craig,73,yes
72,Michael Craig,143,maybe
72,Michael Craig,149,yes
72,Michael Craig,162,maybe
72,Michael Craig,172,yes
72,Michael Craig,241,maybe
72,Michael Craig,466,yes
72,Michael Craig,865,yes
72,Michael Craig,885,maybe
72,Michael Craig,916,yes
73,Mindy Lawson,18,maybe
73,Mindy Lawson,41,yes
73,Mindy Lawson,45,maybe
73,Mindy Lawson,57,yes
73,Mindy Lawson,183,yes
73,Mindy Lawson,248,maybe
73,Mindy Lawson,271,yes
73,Mindy Lawson,302,maybe
73,Mindy Lawson,331,yes
73,Mindy Lawson,359,maybe
73,Mindy Lawson,441,maybe
73,Mindy Lawson,556,maybe
73,Mindy Lawson,673,maybe
73,Mindy Lawson,674,yes
73,Mindy Lawson,792,yes
73,Mindy Lawson,899,maybe
74,Michael Howell,29,yes
74,Michael Howell,194,yes
74,Michael Howell,296,maybe
74,Michael Howell,384,yes
74,Michael Howell,411,yes
74,Michael Howell,448,maybe
74,Michael Howell,452,yes
74,Michael Howell,457,maybe
74,Michael Howell,536,maybe
74,Michael Howell,627,maybe
74,Michael Howell,652,yes
74,Michael Howell,680,maybe
74,Michael Howell,707,maybe
74,Michael Howell,715,yes
74,Michael Howell,722,yes
74,Michael Howell,764,maybe
74,Michael Howell,778,yes
74,Michael Howell,859,yes
74,Michael Howell,927,maybe
75,Jennifer Garcia,126,yes
75,Jennifer Garcia,136,yes
75,Jennifer Garcia,156,yes
75,Jennifer Garcia,227,yes
75,Jennifer Garcia,233,yes
75,Jennifer Garcia,271,maybe
75,Jennifer Garcia,400,maybe
75,Jennifer Garcia,450,yes
75,Jennifer Garcia,506,yes
75,Jennifer Garcia,546,yes
75,Jennifer Garcia,572,yes
75,Jennifer Garcia,623,maybe
75,Jennifer Garcia,628,maybe
75,Jennifer Garcia,650,yes
75,Jennifer Garcia,658,yes
75,Jennifer Garcia,659,yes
75,Jennifer Garcia,661,maybe
75,Jennifer Garcia,665,maybe
75,Jennifer Garcia,776,yes
75,Jennifer Garcia,794,yes
75,Jennifer Garcia,882,maybe
75,Jennifer Garcia,921,yes
75,Jennifer Garcia,967,yes
76,Brittney Wilkinson,150,yes
76,Brittney Wilkinson,178,yes
76,Brittney Wilkinson,229,yes
76,Brittney Wilkinson,322,yes
76,Brittney Wilkinson,357,maybe
76,Brittney Wilkinson,360,maybe
76,Brittney Wilkinson,405,maybe
76,Brittney Wilkinson,430,yes
76,Brittney Wilkinson,493,yes
76,Brittney Wilkinson,571,maybe
76,Brittney Wilkinson,698,yes
76,Brittney Wilkinson,878,yes
76,Brittney Wilkinson,884,yes
76,Brittney Wilkinson,922,yes
77,Gregory Garcia,79,yes
77,Gregory Garcia,129,yes
77,Gregory Garcia,181,yes
77,Gregory Garcia,212,maybe
77,Gregory Garcia,361,maybe
77,Gregory Garcia,427,yes
77,Gregory Garcia,428,maybe
77,Gregory Garcia,622,maybe
77,Gregory Garcia,709,yes
77,Gregory Garcia,749,maybe
77,Gregory Garcia,806,maybe
77,Gregory Garcia,842,yes
77,Gregory Garcia,852,maybe
77,Gregory Garcia,888,yes
77,Gregory Garcia,925,yes
77,Gregory Garcia,953,maybe
78,Nicholas Doyle,14,maybe
78,Nicholas Doyle,20,maybe
78,Nicholas Doyle,84,maybe
78,Nicholas Doyle,112,maybe
78,Nicholas Doyle,151,maybe
78,Nicholas Doyle,173,yes
78,Nicholas Doyle,359,yes
78,Nicholas Doyle,394,yes
78,Nicholas Doyle,465,yes
78,Nicholas Doyle,598,yes
78,Nicholas Doyle,626,maybe
78,Nicholas Doyle,713,yes
78,Nicholas Doyle,738,yes
78,Nicholas Doyle,831,yes
78,Nicholas Doyle,861,yes
78,Nicholas Doyle,887,maybe
78,Nicholas Doyle,941,yes
78,Nicholas Doyle,968,maybe
79,Michael Hunter,13,yes
79,Michael Hunter,80,yes
79,Michael Hunter,95,yes
79,Michael Hunter,105,maybe
79,Michael Hunter,165,yes
79,Michael Hunter,343,maybe
79,Michael Hunter,349,maybe
79,Michael Hunter,353,yes
79,Michael Hunter,384,maybe
79,Michael Hunter,426,yes
79,Michael Hunter,453,maybe
79,Michael Hunter,488,yes
79,Michael Hunter,528,yes
79,Michael Hunter,656,yes
79,Michael Hunter,664,maybe
79,Michael Hunter,669,maybe
79,Michael Hunter,717,maybe
79,Michael Hunter,744,maybe
79,Michael Hunter,829,yes
79,Michael Hunter,833,maybe
79,Michael Hunter,836,maybe
79,Michael Hunter,845,maybe
79,Michael Hunter,916,maybe
79,Michael Hunter,939,yes
80,Adam Chan,40,yes
80,Adam Chan,275,yes
80,Adam Chan,295,maybe
80,Adam Chan,384,yes
80,Adam Chan,549,yes
80,Adam Chan,554,yes
80,Adam Chan,629,maybe
80,Adam Chan,635,maybe
80,Adam Chan,736,maybe
80,Adam Chan,737,yes
80,Adam Chan,770,yes
80,Adam Chan,839,yes
80,Adam Chan,951,yes
81,Charles Chavez,16,yes
81,Charles Chavez,40,yes
81,Charles Chavez,77,maybe
81,Charles Chavez,80,maybe
81,Charles Chavez,159,maybe
81,Charles Chavez,260,yes
81,Charles Chavez,271,maybe
81,Charles Chavez,374,yes
81,Charles Chavez,383,maybe
81,Charles Chavez,384,maybe
81,Charles Chavez,386,yes
81,Charles Chavez,480,maybe
81,Charles Chavez,513,yes
81,Charles Chavez,533,yes
81,Charles Chavez,598,maybe
81,Charles Chavez,615,maybe
81,Charles Chavez,639,yes
81,Charles Chavez,685,yes
81,Charles Chavez,687,yes
81,Charles Chavez,726,maybe
81,Charles Chavez,875,maybe
81,Charles Chavez,880,maybe
81,Charles Chavez,919,maybe
81,Charles Chavez,995,yes
82,Stephen Martinez,2,yes
82,Stephen Martinez,140,yes
82,Stephen Martinez,218,maybe
82,Stephen Martinez,318,maybe
82,Stephen Martinez,340,yes
82,Stephen Martinez,344,yes
82,Stephen Martinez,391,yes
82,Stephen Martinez,470,maybe
82,Stephen Martinez,520,yes
82,Stephen Martinez,561,maybe
82,Stephen Martinez,692,maybe
82,Stephen Martinez,798,maybe
82,Stephen Martinez,924,yes
82,Stephen Martinez,962,maybe
82,Stephen Martinez,975,maybe
82,Stephen Martinez,978,yes
83,Annette Morris,88,maybe
83,Annette Morris,189,maybe
83,Annette Morris,292,maybe
83,Annette Morris,336,maybe
83,Annette Morris,400,yes
83,Annette Morris,403,yes
83,Annette Morris,466,yes
83,Annette Morris,607,maybe
83,Annette Morris,631,maybe
83,Annette Morris,675,maybe
83,Annette Morris,692,maybe
83,Annette Morris,861,maybe
83,Annette Morris,879,yes
83,Annette Morris,881,yes
83,Annette Morris,889,maybe
83,Annette Morris,916,maybe
84,Ernest Allen,17,yes
84,Ernest Allen,22,yes
84,Ernest Allen,55,maybe
84,Ernest Allen,85,maybe
84,Ernest Allen,110,maybe
84,Ernest Allen,174,maybe
84,Ernest Allen,216,yes
84,Ernest Allen,272,maybe
84,Ernest Allen,311,yes
84,Ernest Allen,322,yes
84,Ernest Allen,356,maybe
84,Ernest Allen,390,yes
84,Ernest Allen,393,maybe
84,Ernest Allen,533,maybe
84,Ernest Allen,543,yes
84,Ernest Allen,603,yes
84,Ernest Allen,630,maybe
84,Ernest Allen,635,yes
84,Ernest Allen,638,maybe
84,Ernest Allen,646,maybe
84,Ernest Allen,666,yes
84,Ernest Allen,695,maybe
84,Ernest Allen,698,maybe
84,Ernest Allen,703,maybe
84,Ernest Allen,827,yes
84,Ernest Allen,829,yes
84,Ernest Allen,881,yes
84,Ernest Allen,966,maybe
85,Jesse Smith,87,yes
85,Jesse Smith,130,yes
85,Jesse Smith,237,maybe
85,Jesse Smith,325,maybe
85,Jesse Smith,475,yes
85,Jesse Smith,491,maybe
85,Jesse Smith,553,yes
85,Jesse Smith,560,yes
85,Jesse Smith,603,maybe
85,Jesse Smith,656,maybe
85,Jesse Smith,805,maybe
85,Jesse Smith,820,yes
85,Jesse Smith,900,maybe
85,Jesse Smith,964,maybe
85,Jesse Smith,981,maybe
85,Jesse Smith,988,yes
2258,Dr. Ryan,21,maybe
2258,Dr. Ryan,63,yes
2258,Dr. Ryan,133,maybe
2258,Dr. Ryan,166,maybe
2258,Dr. Ryan,183,yes
2258,Dr. Ryan,213,yes
2258,Dr. Ryan,244,maybe
2258,Dr. Ryan,287,yes
2258,Dr. Ryan,334,maybe
2258,Dr. Ryan,432,maybe
2258,Dr. Ryan,465,maybe
2258,Dr. Ryan,520,maybe
2258,Dr. Ryan,658,maybe
2258,Dr. Ryan,700,yes
2258,Dr. Ryan,723,maybe
2258,Dr. Ryan,886,yes
2258,Dr. Ryan,979,yes
2521,Jessica Fox,19,yes
2521,Jessica Fox,29,yes
2521,Jessica Fox,56,maybe
2521,Jessica Fox,165,maybe
2521,Jessica Fox,212,maybe
2521,Jessica Fox,215,maybe
2521,Jessica Fox,262,yes
2521,Jessica Fox,282,yes
2521,Jessica Fox,302,yes
2521,Jessica Fox,335,maybe
2521,Jessica Fox,538,maybe
2521,Jessica Fox,566,yes
2521,Jessica Fox,580,maybe
2521,Jessica Fox,632,yes
2521,Jessica Fox,679,yes
2521,Jessica Fox,725,maybe
2521,Jessica Fox,810,maybe
2521,Jessica Fox,822,maybe
2521,Jessica Fox,840,yes
2521,Jessica Fox,928,yes
2521,Jessica Fox,937,maybe
2521,Jessica Fox,981,yes
2739,Maria Harris,10,maybe
2739,Maria Harris,34,maybe
2739,Maria Harris,82,yes
2739,Maria Harris,119,yes
2739,Maria Harris,130,maybe
2739,Maria Harris,191,yes
2739,Maria Harris,195,maybe
2739,Maria Harris,196,yes
2739,Maria Harris,253,yes
2739,Maria Harris,398,yes
2739,Maria Harris,466,maybe
2739,Maria Harris,486,yes
2739,Maria Harris,519,maybe
2739,Maria Harris,523,maybe
2739,Maria Harris,531,maybe
2739,Maria Harris,611,yes
2739,Maria Harris,649,yes
2739,Maria Harris,706,yes
2739,Maria Harris,857,maybe
2739,Maria Harris,881,yes
2739,Maria Harris,922,maybe
2739,Maria Harris,984,yes
89,Jimmy Moore,76,maybe
89,Jimmy Moore,110,maybe
89,Jimmy Moore,133,yes
89,Jimmy Moore,154,yes
89,Jimmy Moore,191,yes
89,Jimmy Moore,278,maybe
89,Jimmy Moore,317,maybe
89,Jimmy Moore,425,maybe
89,Jimmy Moore,440,yes
89,Jimmy Moore,552,maybe
89,Jimmy Moore,559,yes
89,Jimmy Moore,585,maybe
89,Jimmy Moore,612,yes
89,Jimmy Moore,619,yes
89,Jimmy Moore,683,yes
89,Jimmy Moore,853,maybe
89,Jimmy Moore,972,yes
89,Jimmy Moore,989,maybe
90,Christopher Macias,184,maybe
