member #,member name,topic
85,Jesse Smith,User Modelling and Personalisation
86,Dr. Ryan,Intelligent Database Systems
86,Dr. Ryan,Artificial Life
86,Dr. Ryan,Distributed Problem Solving
86,Dr. Ryan,Digital Democracy
86,Dr. Ryan,"Graph Mining, Social Network Analysis, and Community Mining"
87,Jessica Fox,Rule Mining and Pattern Mining
87,Jessica Fox,Abductive Reasoning and Diagnosis
87,Jessica Fox,Neuroscience
87,Jessica Fox,Inductive and Co-Inductive Logic Programming
87,Jessica Fox,Physical Sciences
87,Jessica Fox,Algorithmic Game Theory
87,Jessica Fox,Planning under Uncertainty
88,Maria Harris,Ontologies
88,Maria Harris,Machine Learning for Computer Vision
88,Maria Harris,Other Topics in Planning and Search
88,Maria Harris,Social Networks
88,Maria Harris,Machine Learning for NLP
88,Maria Harris,Physical Sciences
88,Maria Harris,Syntax and Parsing
88,Maria Harris,Multiagent Planning
89,Jimmy Moore,Smart Cities and Urban Planning
89,Jimmy Moore,Privacy-Aware Machine Learning
89,Jimmy Moore,Machine Learning for NLP
89,Jimmy Moore,Motion and Tracking
89,Jimmy Moore,Knowledge Acquisition and Representation for Planning
89,Jimmy Moore,Learning Human Values and Preferences
89,Jimmy Moore,Neuroscience
89,Jimmy Moore,Markov Decision Processes
89,Jimmy Moore,Economic Paradigms
90,Christopher Macias,Safety and Robustness
90,Christopher Macias,Heuristic Search
90,Christopher Macias,Sequential Decision Making
90,Christopher Macias,Human Computation and Crowdsourcing
90,Christopher Macias,Accountability
90,Christopher Macias,Semi-Supervised Learning
90,Christopher Macias,Hardware
90,Christopher Macias,Cognitive Robotics
91,Jesus Reed,Ensemble Methods
91,Jesus Reed,Logic Programming
91,Jesus Reed,Syntax and Parsing
91,Jesus Reed,Local Search
91,Jesus Reed,Knowledge Acquisition and Representation for Planning
91,Jesus Reed,Computer Vision Theory
91,Jesus Reed,Responsible AI
92,Jonathan Parsons,Multimodal Learning
92,Jonathan Parsons,Knowledge Acquisition and Representation for Planning
92,Jonathan Parsons,Quantum Machine Learning
92,Jonathan Parsons,Multi-Class/Multi-Label Learning and Extreme Classification
92,Jonathan Parsons,Learning Human Values and Preferences
92,Jonathan Parsons,Scalability of Machine Learning Systems
92,Jonathan Parsons,Learning Preferences or Rankings
92,Jonathan Parsons,Human-Robot/Agent Interaction
92,Jonathan Parsons,Entertainment
92,Jonathan Parsons,Planning and Machine Learning
93,Richard Castro,Explainability in Computer Vision
93,Richard Castro,Fair Division
93,Richard Castro,Multimodal Learning
93,Richard Castro,Mining Spatial and Temporal Data
93,Richard Castro,Human-Robot Interaction
93,Richard Castro,Digital Democracy
93,Richard Castro,Routing
94,Teresa Robertson,Local Search
94,Teresa Robertson,"Energy, Environment, and Sustainability"
94,Teresa Robertson,Sentence-Level Semantics and Textual Inference
94,Teresa Robertson,Stochastic Models and Probabilistic Inference
94,Teresa Robertson,Summarisation
94,Teresa Robertson,Behaviour Learning and Control for Robotics
94,Teresa Robertson,Explainability and Interpretability in Machine Learning
94,Teresa Robertson,Evolutionary Learning
94,Teresa Robertson,Multi-Class/Multi-Label Learning and Extreme Classification
94,Teresa Robertson,Representation Learning for Computer Vision
95,Theresa Thomas,Robot Planning and Scheduling
95,Theresa Thomas,Databases
95,Theresa Thomas,Adversarial Search
95,Theresa Thomas,"Constraints, Data Mining, and Machine Learning"
95,Theresa Thomas,Classical Planning
95,Theresa Thomas,Reasoning about Knowledge and Beliefs
95,Theresa Thomas,Mining Heterogeneous Data
95,Theresa Thomas,Big Data and Scalability
95,Theresa Thomas,Sentence-Level Semantics and Textual Inference
95,Theresa Thomas,Information Retrieval
96,Randy Chan,Human-Robot/Agent Interaction
96,Randy Chan,Philosophy and Ethics
96,Randy Chan,Meta-Learning
96,Randy Chan,Automated Reasoning and Theorem Proving
96,Randy Chan,Satisfiability
96,Randy Chan,Information Extraction
97,Chad Cruz,Education
97,Chad Cruz,Knowledge Representation Languages
97,Chad Cruz,Distributed CSP and Optimisation
97,Chad Cruz,"Localisation, Mapping, and Navigation"
97,Chad Cruz,Distributed Problem Solving
97,Chad Cruz,Classical Planning
97,Chad Cruz,Lifelong and Continual Learning
97,Chad Cruz,Social Networks
97,Chad Cruz,Learning Theory
97,Chad Cruz,Multilingualism and Linguistic Diversity
98,Jennifer Morgan,Heuristic Search
98,Jennifer Morgan,Mining Spatial and Temporal Data
98,Jennifer Morgan,Fair Division
98,Jennifer Morgan,"Communication, Coordination, and Collaboration"
98,Jennifer Morgan,Voting Theory
98,Jennifer Morgan,Robot Rights
98,Jennifer Morgan,Other Topics in Robotics
98,Jennifer Morgan,Privacy in Data Mining
98,Jennifer Morgan,"Localisation, Mapping, and Navigation"
98,Jennifer Morgan,Intelligent Virtual Agents
99,Patricia Evans,Visual Reasoning and Symbolic Representation
99,Patricia Evans,Mining Spatial and Temporal Data
99,Patricia Evans,Other Topics in Natural Language Processing
99,Patricia Evans,Search in Planning and Scheduling
99,Patricia Evans,Answer Set Programming
100,Danny Simpson,Fairness and Bias
100,Danny Simpson,Vision and Language
100,Danny Simpson,Other Multidisciplinary Topics
100,Danny Simpson,"Model Adaptation, Compression, and Distillation"
100,Danny Simpson,"Belief Revision, Update, and Merging"
100,Danny Simpson,Economics and Finance
100,Danny Simpson,Accountability
101,Robert Cook,Morality and Value-Based AI
101,Robert Cook,Other Topics in Planning and Search
101,Robert Cook,Verification
101,Robert Cook,3D Computer Vision
101,Robert Cook,Behavioural Game Theory
101,Robert Cook,Entertainment
101,Robert Cook,Human-Robot/Agent Interaction
102,Rebecca Clark,Description Logics
102,Rebecca Clark,"Human-Computer Teamwork, Team Formation, and Collaboration"
102,Rebecca Clark,Active Learning
102,Rebecca Clark,Natural Language Generation
102,Rebecca Clark,Other Topics in Natural Language Processing
102,Rebecca Clark,Reinforcement Learning Theory
103,Patricia Jackson,Cognitive Robotics
103,Patricia Jackson,Question Answering
103,Patricia Jackson,Anomaly/Outlier Detection
103,Patricia Jackson,"Transfer, Domain Adaptation, and Multi-Task Learning"
103,Patricia Jackson,Answer Set Programming
104,Katherine Hines,Neuroscience
104,Katherine Hines,Artificial Life
104,Katherine Hines,Discourse and Pragmatics
104,Katherine Hines,"AI in Law, Justice, Regulation, and Governance"
104,Katherine Hines,3D Computer Vision
104,Katherine Hines,Software Engineering
104,Katherine Hines,Classical Planning
104,Katherine Hines,Smart Cities and Urban Planning
104,Katherine Hines,Cyber Security and Privacy
104,Katherine Hines,Classification and Regression
105,Billy Moore,Human-in-the-loop Systems
105,Billy Moore,Swarm Intelligence
105,Billy Moore,Autonomous Driving
105,Billy Moore,Blockchain Technology
105,Billy Moore,Imitation Learning and Inverse Reinforcement Learning
105,Billy Moore,Unsupervised and Self-Supervised Learning
106,Jessica Valentine,Online Learning and Bandits
106,Jessica Valentine,Inductive and Co-Inductive Logic Programming
106,Jessica Valentine,Uncertainty Representations
106,Jessica Valentine,Reinforcement Learning with Human Feedback
106,Jessica Valentine,Machine Learning for Computer Vision
106,Jessica Valentine,Large Language Models
106,Jessica Valentine,Entertainment
107,Mrs. Chelsea,"Communication, Coordination, and Collaboration"
107,Mrs. Chelsea,Other Topics in Multiagent Systems
107,Mrs. Chelsea,Multi-Class/Multi-Label Learning and Extreme Classification
107,Mrs. Chelsea,Computer-Aided Education
107,Mrs. Chelsea,Other Topics in Robotics
107,Mrs. Chelsea,Graph-Based Machine Learning
107,Mrs. Chelsea,Swarm Intelligence
107,Mrs. Chelsea,Environmental Impacts of AI
108,Spencer Johnson,Discourse and Pragmatics
108,Spencer Johnson,Global Constraints
108,Spencer Johnson,Web and Network Science
108,Spencer Johnson,Social Networks
108,Spencer Johnson,Partially Observable and Unobservable Domains
108,Spencer Johnson,Explainability in Computer Vision
108,Spencer Johnson,Swarm Intelligence
108,Spencer Johnson,Neuro-Symbolic Methods
109,Crystal Hanson,Partially Observable and Unobservable Domains
109,Crystal Hanson,"Conformant, Contingent, and Adversarial Planning"
109,Crystal Hanson,Time-Series and Data Streams
109,Crystal Hanson,Relational Learning
109,Crystal Hanson,Information Retrieval
109,Crystal Hanson,"Energy, Environment, and Sustainability"
109,Crystal Hanson,Knowledge Acquisition and Representation for Planning
109,Crystal Hanson,Deep Neural Network Architectures
110,Kelsey Williams,Case-Based Reasoning
110,Kelsey Williams,Other Topics in Humans and AI
110,Kelsey Williams,"Graph Mining, Social Network Analysis, and Community Mining"
110,Kelsey Williams,Education
110,Kelsey Williams,Image and Video Retrieval
111,Troy Brown,"Communication, Coordination, and Collaboration"
111,Troy Brown,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
111,Troy Brown,Accountability
111,Troy Brown,Lifelong and Continual Learning
111,Troy Brown,Cognitive Modelling
112,Whitney Fuller,Big Data and Scalability
112,Whitney Fuller,Representation Learning
112,Whitney Fuller,Meta-Learning
112,Whitney Fuller,Arts and Creativity
112,Whitney Fuller,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
112,Whitney Fuller,Distributed CSP and Optimisation
112,Whitney Fuller,Causality
112,Whitney Fuller,Human-Robot Interaction
112,Whitney Fuller,Human Computation and Crowdsourcing
113,Kim Stevenson,Other Topics in Multiagent Systems
113,Kim Stevenson,Knowledge Graphs and Open Linked Data
113,Kim Stevenson,Recommender Systems
113,Kim Stevenson,Lexical Semantics
113,Kim Stevenson,Global Constraints
113,Kim Stevenson,Constraint Optimisation
114,Maxwell Anderson,Knowledge Acquisition and Representation for Planning
114,Maxwell Anderson,Social Sciences
114,Maxwell Anderson,Language and Vision
114,Maxwell Anderson,Ontology Induction from Text
114,Maxwell Anderson,Probabilistic Modelling
114,Maxwell Anderson,Human-Machine Interaction Techniques and Devices
115,Tanya Hopkins,Game Playing
115,Tanya Hopkins,Other Topics in Natural Language Processing
115,Tanya Hopkins,Planning and Machine Learning
115,Tanya Hopkins,Learning Human Values and Preferences
115,Tanya Hopkins,Preferences
115,Tanya Hopkins,Smart Cities and Urban Planning
115,Tanya Hopkins,Semantic Web
115,Tanya Hopkins,Entertainment
115,Tanya Hopkins,Vision and Language
116,Judy Guerrero,Reinforcement Learning Theory
116,Judy Guerrero,Probabilistic Programming
116,Judy Guerrero,Economics and Finance
116,Judy Guerrero,Intelligent Database Systems
116,Judy Guerrero,Video Understanding and Activity Analysis
116,Judy Guerrero,Agent Theories and Models
116,Judy Guerrero,Language Grounding
116,Judy Guerrero,Graph-Based Machine Learning
116,Judy Guerrero,Life Sciences
116,Judy Guerrero,Non-Probabilistic Models of Uncertainty
117,Bobby Burke,Automated Reasoning and Theorem Proving
117,Bobby Burke,Databases
117,Bobby Burke,Decision and Utility Theory
117,Bobby Burke,Human-in-the-loop Systems
117,Bobby Burke,Kernel Methods
117,Bobby Burke,Scalability of Machine Learning Systems
117,Bobby Burke,Mining Heterogeneous Data
117,Bobby Burke,Robot Planning and Scheduling
117,Bobby Burke,Causal Learning
117,Bobby Burke,Algorithmic Game Theory
118,Christopher Gonzalez,Machine Translation
118,Christopher Gonzalez,Web Search
118,Christopher Gonzalez,User Experience and Usability
118,Christopher Gonzalez,Behavioural Game Theory
118,Christopher Gonzalez,Neuroscience
118,Christopher Gonzalez,"Other Topics Related to Fairness, Ethics, or Trust"
118,Christopher Gonzalez,Entertainment
118,Christopher Gonzalez,Cognitive Modelling
118,Christopher Gonzalez,Cyber Security and Privacy
119,Michael Andrews,Deep Neural Network Architectures
119,Michael Andrews,Stochastic Models and Probabilistic Inference
119,Michael Andrews,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
119,Michael Andrews,Quantum Machine Learning
119,Michael Andrews,Discourse and Pragmatics
119,Michael Andrews,"Belief Revision, Update, and Merging"
119,Michael Andrews,Societal Impacts of AI
119,Michael Andrews,Ontology Induction from Text
119,Michael Andrews,Economics and Finance
120,Melinda Jacobs,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
120,Melinda Jacobs,Life Sciences
120,Melinda Jacobs,Privacy-Aware Machine Learning
120,Melinda Jacobs,"Understanding People: Theories, Concepts, and Methods"
120,Melinda Jacobs,Other Topics in Machine Learning
120,Melinda Jacobs,Data Compression
120,Melinda Jacobs,Dimensionality Reduction/Feature Selection
121,Rebecca Thomas,Inductive and Co-Inductive Logic Programming
121,Rebecca Thomas,Local Search
121,Rebecca Thomas,Deep Reinforcement Learning
121,Rebecca Thomas,Social Networks
121,Rebecca Thomas,Other Topics in Machine Learning
121,Rebecca Thomas,Meta-Learning
121,Rebecca Thomas,Partially Observable and Unobservable Domains
121,Rebecca Thomas,Verification
122,Sara Rivera,Federated Learning
122,Sara Rivera,Robot Manipulation
122,Sara Rivera,Other Topics in Computer Vision
122,Sara Rivera,Mixed Discrete/Continuous Planning
122,Sara Rivera,Kernel Methods
122,Sara Rivera,"Communication, Coordination, and Collaboration"
122,Sara Rivera,Knowledge Representation Languages
122,Sara Rivera,Discourse and Pragmatics
122,Sara Rivera,Privacy and Security
122,Sara Rivera,Deep Reinforcement Learning
123,Jacqueline Perez,Combinatorial Search and Optimisation
123,Jacqueline Perez,Other Topics in Multiagent Systems
123,Jacqueline Perez,Safety and Robustness
123,Jacqueline Perez,"Constraints, Data Mining, and Machine Learning"
123,Jacqueline Perez,Abductive Reasoning and Diagnosis
124,Joshua Joyce,Conversational AI and Dialogue Systems
124,Joshua Joyce,Arts and Creativity
124,Joshua Joyce,Mining Semi-Structured Data
124,Joshua Joyce,Multilingualism and Linguistic Diversity
124,Joshua Joyce,Interpretability and Analysis of NLP Models
124,Joshua Joyce,Voting Theory
124,Joshua Joyce,Image and Video Retrieval
124,Joshua Joyce,"Phonology, Morphology, and Word Segmentation"
125,Andrea Wells,Syntax and Parsing
125,Andrea Wells,Image and Video Retrieval
125,Andrea Wells,Multiagent Planning
125,Andrea Wells,Human-Computer Interaction
125,Andrea Wells,Summarisation
125,Andrea Wells,Logic Foundations
126,Paul Olson,Game Playing
126,Paul Olson,Human-Aware Planning and Behaviour Prediction
126,Paul Olson,"Plan Execution, Monitoring, and Repair"
126,Paul Olson,Social Sciences
126,Paul Olson,"Human-Computer Teamwork, Team Formation, and Collaboration"
126,Paul Olson,Case-Based Reasoning
127,Brad Foster,Ontology Induction from Text
127,Brad Foster,Fuzzy Sets and Systems
127,Brad Foster,Mobility
127,Brad Foster,Artificial Life
127,Brad Foster,Other Topics in Computer Vision
127,Brad Foster,Logic Foundations
128,Douglas Ruiz,"Understanding People: Theories, Concepts, and Methods"
128,Douglas Ruiz,Adversarial Learning and Robustness
128,Douglas Ruiz,Learning Theory
128,Douglas Ruiz,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
128,Douglas Ruiz,Syntax and Parsing
128,Douglas Ruiz,Efficient Methods for Machine Learning
128,Douglas Ruiz,Graphical Models
128,Douglas Ruiz,"Continual, Online, and Real-Time Planning"
128,Douglas Ruiz,Case-Based Reasoning
128,Douglas Ruiz,Multiagent Learning
129,Theresa Meyer,Kernel Methods
129,Theresa Meyer,Sports
129,Theresa Meyer,Multi-Class/Multi-Label Learning and Extreme Classification
129,Theresa Meyer,Constraint Programming
129,Theresa Meyer,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
129,Theresa Meyer,Machine Translation
130,Madison Williams,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
130,Madison Williams,"Model Adaptation, Compression, and Distillation"
130,Madison Williams,"Transfer, Domain Adaptation, and Multi-Task Learning"
130,Madison Williams,Randomised Algorithms
130,Madison Williams,Multimodal Learning
131,Joseph Wilson,Graphical Models
131,Joseph Wilson,Medical and Biological Imaging
131,Joseph Wilson,Multi-Class/Multi-Label Learning and Extreme Classification
131,Joseph Wilson,Reasoning about Knowledge and Beliefs
131,Joseph Wilson,Optimisation in Machine Learning
131,Joseph Wilson,Answer Set Programming
131,Joseph Wilson,Real-Time Systems
131,Joseph Wilson,Multi-Robot Systems
131,Joseph Wilson,"Model Adaptation, Compression, and Distillation"
131,Joseph Wilson,Mining Semi-Structured Data
132,Linda Best,Image and Video Retrieval
132,Linda Best,Neuro-Symbolic Methods
132,Linda Best,Intelligent Virtual Agents
